qs_new,original_text,trans,final_climate,manifesto_id,year,party,country,language,date,source,is_primary_doc,handbook,partyname,partyabbrev,parfam,pervote,party_id,kw_cc,kw_c,kw_gw,kw_cer,kw_se,any_kw
83410_201103_0538,"Taastuvenergia arendusest peavad saama kasu kohalikud elanikud, kelle maale arendus rajatakse või keda arenduse negatiivne keskkonnamõju otseselt riivab.","Local residents, on whose land the development will be built or who are directly affected by the development's negative environmental impact, must benefit from the development of renewable energy.",1,83410_201103,2011,83410,Estonia,estonian,201103,MARPOR,TRUE,3,Social Democratic Party,SDE,30,17.093,83410,0,0,0,1,1,1
96440_201603_1430,"Toto ministerstvo však rozdeľuje prevažne náhodným spôsobom rozsiahlu sumu peňazí z takzvaného druhého piliera, ktorá by mala smerovať na podporu vidieka","However, this ministry distributes a large amount of money from the so-called second pillar, which should go to rural support, in a largely random way",0,96440_201603,2016,96440,Slovakia,slovak,201603,MARPOR,TRUE,5,Freedom and Solidarity,SaS,40,12.101,96440,0,0,0,0,0,0
96522_199809_1615,"V roku 1998 armáda dostala v štátnom rozpočte iba 14,5 miliárd Sk a d'alšie mimorozpoetové zdroje na nákup jednej batérie pohyblivých húfnic typu Zuzana.","In 1998, the army received only 14.5 billion Sk in the state budget and other extra-budgetary resources for the purchase of one battery of mobile howitzers of the Zuzana type.",0,96522_199809,1998,96522,Slovakia,slovak,199809,MARPOR,TRUE,1,Slovak Democratic Coalition,SDK,50,26.331,96522,0,0,0,0,0,0
53520_201602_0444,"Wave, Tidal Energy and Offshore Wind: Fine Gael believes that wave and tidal energy will have an important role in Ireland's future renewable energy mix.",,1,53520_201602,2016,53520,Ireland,english,201602,MARPOR,TRUE,5,Family of the Irish,,50,25.516,53520,0,0,0,1,0,1
53110_201602_0273,We know that four fifths of known fossil fuels will have to remain underground if we are to have a chance of avoiding dangerous levels of global warming.,,1,53110_201602,2016,53110,Ireland,english,201602,MARPOR,TRUE,5,Green Party,Greens,,2.719,53110,1,0,1,0,0,1
51320_200505_0830,"We will continue to lead internationally on climate change, and to strive for wider acceptance of the science and the steps needed to combat the problem.",,1,51320_200505,2005,51320,United Kingdom,english,200505,,,,Labour Party,,,,,1,1,0,1,0,1
80062_201410_0142,"Екоинституциите трябва да следят ежечасно вредните емисии на големите промишлени замърсители като ,.Лукойл"", ТЕЦ,.Марица-Изток"", циментовите заводи и др.","Eco-institutions must monitor hourly the harmful emissions of large industrial polluters such as Lukoil, TPP, Maritsa-Iztok, cement plants, etc.",1,80062_201410,2014,80062,Bulgaria,bulgarian,201410,MARPOR,TRUE,5,Patriotic Front - NFSB and VMRO,,60,7.283,80062,0,0,0,1,0,1
34511_200403_2100,"• Aποτελεσματική αξιοποίηση των Διεθνών Συμβάσεων για τα διασυνοριακά ύδατα, ώστε να αυξηθούν και να βελτιωθούν οι υδατικοί πόροι στη Mακεδονία και Θράκη.","• Effective use of the International Conventions for transboundary waters, in order to increase and improve the water resources in Macedonia and Thrace.",0,34511_200403,2004,34511,Greece,greek,200403,MARPOR,TRUE,3,New Democracy,ND,50,45.362,34511,0,0,0,0,0,0
96952_200606_1053,"• riešenie akútnych problémov ochrany životného prostredia, v prvom rade zastavenie znečisťovania ovzdušia a vôd, spôsobujúceho kritické klimatické zmeny;","• solving acute problems of environmental protection, first of all stopping air and water pollution, causing critical climate changes;",1,96952_200606,2006,96952,Slovakia,slovak,200606,MARPOR,TRUE,3,Party of the Hungarian Coalition,SMK/MKP,90,11.685,96952,0,1,0,1,0,1
80510_201703_0218,2. Мерките за осигуряване на равни възмож ности на мъжете и жените както и тези за подобряването на условията на труд са важни стъпки в правилната посока.,2. Measures to ensure equal opportunities for men and women as well as those to improve working conditions are important steps in the right direction.,0,80510_201703,2017,80510,Bulgaria,bulgarian,201703,MARPOR,TRUE,5,Citizens for European Development of Bulgaria,GERB,50,32.655,80510,0,0,0,0,0,0
51421_201706_0510,"Countries across the globe had recognised that rising temperatures and pollution were not just an environmental issue, but an economic and security issue.",,1,51421_201706,2017,51421,United Kingdom,english,201706,MARPOR,TRUE,5,Liberal Democrats,LibDems,40,7.365,51421,0,0,0,0,1,1
23113_200906_0198,"D‘une part, il ne fait aucun doute que la combustion  de pétrole, de charbon et de gaz contribue au changement climatique et à la pollution atmosphérique,","On the one hand, there is no doubt that the burning of oil, coal and gas contributes to climate change and air pollution,",1,23113_200906,2009,23113,Luxembourg,french,200906,MARPOR,TRUE,3,The Greens,,10,11.704,23113,0,1,0,1,0,1
11320_201809_0331,"Därför vill vi:Skärpa ländernas nationella åtaganden i klimatavtalet från Paris, så att vi når målet att hålla jordens globala uppvärmning under 2 grader.","That's why we want to: Strengthen the countries' national commitments in the climate agreement from Paris, so that we reach the goal of keeping the earth's global warming below 2 degrees.",1,11320_201809,2018,11320,Sweden,swedish,201809,MARPOR,TRUE,5,Social Democratic Labour Party,SAP,30,28.261,11320,0,1,1,1,0,1
88820_201610_1387,Didinsime vietos savivaldos galias ir atsakomybę tobulinti ryšių ir transporto paslaugas bei infrastruktūrą atsižvelgiant į konkrečios vietovės poreikius.,"We will increase the powers and responsibility of local self-government to improve communication and transport services and infrastructure, taking into account the needs of a specific area.",0,88820_201610,2016,88820,Lithuania,lithuanian,201610,MARPOR,TRUE,5,Lithuanian Peasant and Green Union,LVŽS,80,22.452,88820,0,0,0,0,0,0
88451_202010_1171,"Esamiems ir ypač būsimiems iššūkiams, kuriuos visame pasaulyje sąlygos šylantis klimatas jau dabar įvairiai ruošiasi daugelis valstybių ir atskirų miestų.",Many states and individual cities are already preparing in various ways for the current and especially future challenges caused by the global warming climate.,1,88451_202010,2020,88451,Lithuania,lithuanian,202010,MARPOR,TRUE,5,Freedom Party,LP,40,9.44748452,88451,0,1,0,1,0,1
83430_201903_0102,Peame vajalikuks keskkonnasäästlike tehnoloogiate väljatöötamist ja kasutamist põlevkivienergeetikas ning taastuvenergia osakaalu kasvu energiatarbimises.,We consider it necessary to develop and use environmentally sustainable technologies in oil shale energy and to increase the share of renewable energy in energy consumption.,1,83430_201903,2019,83430,Estonia,estonian,201903,MARPOR,TRUE,5,Estonian Reform Party,ER,40,28.934,83430,0,0,0,1,1,1
35311_201106_0172,"Por outro lado, o novo “cluster” industrial e de serviços das energias renováveis contribuiu em 2010 com mais de 400 milhões de euros para as exportações.","On the other hand, the new industrial and services “cluster” of renewable energy contributed in 2010 with more than 400 million euros to exports.",1,35311_201106,2011,35311,Portugal,portuguese,201106,MARPOR,TRUE,4,Socialist Party,PS,30,29.239,35311,0,0,0,1,0,1
21322_200706_2159,"Pour le PS, le combat contre le réchauffement de la planète et pour la protection de notre environnement ne peut pas se faire aux dépens des plus faibles.","For the PS, the fight against global warming and for the protection of our environment cannot be done at the expense of the weakest.",1,21322_200706,2007,21322,Belgium,french,200706,MARPOR,TRUE,3,Francophone Socialist Party,PS,30,10.864,21322,1,0,1,0,1,1
81460_201609_0048,"Prirodne ljepote Hrvatske, blaga klima, radišni ljudi potencijal su koji samo treba drugačiji pristup upravljanju tim resursima i uspjeh ne može izostati.","Croatia's natural beauty, mild climate, hard-working people are a potential that just needs a different approach to managing these resources, and success cannot be absent.",0,81460_201609,2016,81460,Croatia,croatian,201609,MARPOR,TRUE,5,Bridge of Independent Lists,MOST,40,9.648,81460,0,1,0,1,0,1
93951_201212_0023,"S-au reparat peste 100 de kilometri de drumuri, străzi, trotuare şi s-a soluţionat problema apei potabile, apei menajere pentru peste 1.000 de familii.","Over 100 kilometers of roads, streets, sidewalks were repaired and the problem of drinking water and household water for over 1,000 families was solved.",0,93951_201212,2012,93951,Romania,romanian,201212,MARPOR,TRUE,4,Hungarian Democratic Alliance of Romania,UDMR/RMDSz,90,5.137,93951,0,0,0,0,0,0
13230_200711_0058,"SF er parat til at investere massivt i udvikling af miljørigtig teknologi og derigennem bl.a. sikre, at Danmark får en ny havvindmøllepark hvert andet år.",SF is prepared to invest massively in the development of environmentally sound technology and through this i.a. ensure that Denmark gets a new offshore wind farm every two years.,1,13230_200711,2007,13230,Denmark,danish,200711,MARPOR,TRUE,3,Socialist People’s Party,SF,20,13.04,13230,0,0,0,0,1,1
88450_202010_1990,"Sieksime skatinti investicinių fondų, kuriamų sutelktinio finansavimo pagrindu, kūrimąsi ir investicijas į atsinaujinančių išteklių energetikos projektus.",We will seek to promote the creation of investment funds created on the basis of crowdfunding and investments in renewable energy projects.,1,88450_202010,2020,88450,Lithuania,lithuanian,202010,MARPOR,TRUE,5,Liberal Movement,LRLS,40,7.035792516,88450,0,0,0,1,0,1
93540_201612_0283,"Susţinem politica UE în domeniul energiei (energie din surse regenerabile, dezvoltarea energiei eoliene, centrale hidroelectrice şi energie fotovoltaică).","We support EU energy policy (energy from renewable sources, development of wind energy, hydroelectric power plants and photovoltaic energy).",1,93540_201612,2016,93540,Romania,romanian,201612,MARPOR,TRUE,5,People's Movement Party,PMP,50,5.348,93540,0,0,0,1,0,1
92040_201910_0947,"Tymczasem obecny rząd doprowadził do sytuacji, w której utracić możemy aż 35 miliardów złotych ze środków unijnych na walkę z zanieczyszczeniem powietrza.","Meanwhile, the current government has created a situation in which we may lose as much as PLN 35 billion in EU funds to fight air pollution.",0,92040_201910,2019,92040,Poland,polish,201910,MARPOR,TRUE,5,Civic Coalition,KO,40,27.397,92040,0,0,0,0,0,0
97020_201407_0328,Zato bomo v Združeni levici vztrajali pri zavezi iz Cancuna o ustavitvi globalnega segrevanja pri 2 stopinjah celzija glede na predindustrijske vrednosti.,That is why in the United Left we will insist on the Cancun commitment to stop global warming at 2 degrees Celsius relative to pre-industrial values.,1,97020_201407,2014,97020,Slovenia,slovenian,201407,MARPOR,TRUE,5,United Left,ZL,20,5.969,97020,0,0,1,0,0,1
33610_201904_1126,456.Elaboraremos una Estrategia Nacional de Defensa contra los incendios forestales para incrementar la coordinación entre las diferentes administraciones.,456.We will develop a National Defense Strategy against forest fires to increase coordination between the different administrations.,0,33610_201904,2019,33610,Spain,spanish,201904,MARPOR,TRUE,5,People's Party,PP,60,16.828,33610,0,0,0,0,0,0
42110_199410_0281,"Das vom ,,Internationalen Panel of Climate Change (IPCC)“ geschätzte Tempo des Klimas ist rascher als das Adaptionsvermögen vieler Tier- und Pflanzenarten.","The pace of the climate, estimated by the International Panel of Climate Change (IPCC), is faster than the adaptability of many animal and plant species.",1,42110_199410,1994,42110,Austria,german,199410,,,,The Greens,,,,,1,1,0,1,0,1
86110_201804_1119,"Eltöröljük a kiemelt állami beruházásokról szóló törvényt, amely a mindenkori kormányzatnak kedves beruházásokat kivonja többek között a környezet védelmét","We will abolish the Act on Priority State Investments, which excludes investments favored by the current government, including environmental protection",0,86110_201804,2018,86110,Hungary,hungarian,201804,MARPOR,TRUE,5,Politics Can Be Different,LMP,10,7.055,86110,0,0,0,0,1,1
21230_201905_3897,"Hoeveel dijken zullen we moeten bouwen, en hoe hoog zullen die moeten zijn, als we niet eindelijk aan de slag gaan om de opwarming van de aarde te stoppen?","How many dikes will we have to build, and how high will they have to be, if we do not finally start to stop global warming?",1,21230_201905,2019,21230,Belgium,dutch,201905,MARPOR,TRUE,5,Workers' Party of Belgium,PTB/PVDA,20,8.622,21230,0,0,1,0,0,1
96440_201203_1013,"Jedným z cieľov je zachovanie a zvyšovanie biologickej biodiverzity, zachovanie pôvodných lesov, zmierňovanie klimatických zmien a ochrana vodných zdrojov.","One of the goals is to preserve and increase biological biodiversity, preserve original forests, mitigate climate change and protect water resources.",1,96440_201203,2012,96440,Slovakia,slovak,201203,MARPOR,TRUE,4,Freedom and Solidarity,SaS,40,5.884,96440,0,1,0,1,0,1
83430_201103_0108,"loome  konkurentsi gaasi pakkumises, et  vähendada sõltuvust  Vene  gaasist  ning suruda alla  gaasi ja toasooja hind  Eesti ettevõtjatele ja  tarbijatele;",we create competition in the supply of gas in order to reduce dependence on Russian gas and lower the price of gas and room heating for Estonian entrepreneurs and consumers;,1,83430_201103,2011,83430,Estonia,estonian,201103,MARPOR,TRUE,3,Estonian Reform Party,ER,40,28.559,83430,0,0,0,0,0,0
83110_200703_0117,"Soovime esimese ressursiväärtpaberina käivitada CO2 kvoodi RVP-de mehhanismi, mille alusel poleks kvoodiomanikeks mitte valitud ettevõtted, vaid kodanikud.","As the first resource security, we would like to launch a CO2 quota RVP mechanism, on the basis of which the quota owners would not be selected companies, but citizens.",1,83110_200703,2007,83110,Estonia,estonian,200703,MARPOR,TRUE,3,Estonian Greens,EER,10,7.14,83110,0,0,0,0,0,0
53231_201602_0157,The Climate Change Low Carbon Development Bill 2015 showed Ireland is way off track and will have major challenges post 2020 in decarbonising its economy .,,1,53231_201602,2016,53231,Ireland,english,201602,MARPOR,TRUE,5,People Before Profit,PBP,,1.977,53231,1,1,0,1,0,1
53320_200705_0854,"The present coalition parties have a profound credibility deficit when it comes to delivery on the environment, and greenhouse gas reduction in particular.",,1,53320_200705,2007,53320,Ireland,english,200705,MARPOR,TRUE,3,Labour Party,Labour,30,10.126,53320,0,0,0,0,1,1
34511_200403_1117,"Η εφαρμογή όμως της αρχής της διαφάνειας, προϋποθέτει ύπαρξη κατάλληλου θεσμικού πλαισίου με τις απαραίτητες εγγυήσεις επιβολής και τήρησης της στην πράξη.","However, the application of the principle of transparency requires the existence of an appropriate institutional framework with the necessary guarantees of its enforcement and observance in practice.",0,34511_200403,2004,34511,Greece,greek,200403,MARPOR,TRUE,3,New Democracy,ND,50,45.362,34511,0,0,0,0,0,0
81032_201511_0398,"4 milijarde kuna se planira uložiti u zaštitu od štetnog djelovanja voda, odnosno zaštitu od poplava, od čega je 1,6 milijardi kuna osigurano iz EU fondova.","HRK 4 billion is planned to be invested in protection against the harmful effects of water, i.e. flood protection, of which HRK 1.6 billion is secured from EU funds.",0,81032_201511,2015,81032,Croatia,croatian,201511,MARPOR,TRUE,5,Croatia is growing,,30,31.402,81032,0,0,0,0,0,0
86110_201804_1241,A dízelautók piacának gyors szűkülése fontos tényező az éghajlatvédelmi harcban: az energiafelhasználás és a károsanyag-kibocsátás csökkenését  eredményezi.,The rapid shrinking of the diesel car market is an important factor in the climate protection fight: it results in a reduction in energy consumption and emissions.,1,86110_201804,2018,86110,Hungary,hungarian,201804,MARPOR,TRUE,5,Politics Can Be Different,LMP,10,7.055,86110,0,0,0,1,0,1
22951_201209_0464,"Biobrandstoffen uit bijvoorbeeld maïs en palmolie bedreigen de voedselvoorziening, zorgen voor ontbossing en dragen zelfs bij aan de opwarming van de aarde.","Biofuels from corn and palm oil, for example, threaten the food supply, cause deforestation and even contribute to global warming.",1,22951_201209,2012,22951,Netherlands,dutch,201209,MARPOR,TRUE,4,Party for the Animals,PvdD,,1.933,22951,0,0,1,0,0,1
23113_200906_0210,d‘instaurer un « observatoire national de lutte contre le changement climatique » qui évalue l‘impact climatique  des  décisions  et  des  projets  publics.,to establish a “national observatory to combat climate change” which assesses the climate impact of public decisions and projects.,1,23113_200906,2009,23113,Luxembourg,french,200906,MARPOR,TRUE,3,The Greens,,10,11.704,23113,0,1,0,1,0,1
13320_201906_1305,"Det giver en stærkere biodiversitet og er meget bedre for  HYPERLINK ""https://www.socialdemokratiet.dk/da/politik/miljoepolitik/"" \o ""Miljøpolitik"" klimaet.","It provides a stronger biodiversity and is much better for the HYPERLINK ""https://www.socialdemokratiet.dk/da/politik/miljoepolitik/"" \o ""Environmental policy"" climate.",1,13320_201906,2019,13320,Denmark,danish,201906,MARPOR,TRUE,5,Social Democratic Party,SD,30,25.905,13320,0,1,0,1,1,1
33420_201606_0571,Diseñaremos un Plan Específico para sistemas eléctricos aislados o extra-peninsulares que garanticen la sostenibilidad y el suministro de estos territorios.,We will design a Specific Plan for isolated or extra-peninsular electrical systems that guarantee the sustainability and supply of these territories.,1,33420_201606,2016,33420,Spain,spanish,201606,MARPOR,TRUE,5,Citizens - Party of the Citizens,C's,40,13.061,33420,0,0,0,0,1,1
96521_201006_0090,Domáce obnoviteľné zdroje spolu so zlepšovaním energetickej efektívnosti a úspor pri výrobe a spotrebe energií majú aj pozitívny vplyv na znižovanie emisií.,"Domestic renewable sources, along with improving energy efficiency and savings in energy production and consumption, also have a positive impact on reducing emissions.",1,96521_201006,2010,96521,Slovakia,slovak,201006,MARPOR,TRUE,3,Christian Democratic Movement,KDH,50,8.53,96521,0,0,0,1,0,1
83410_201903_1055,"Eesti kaitsekulutused moodustavad vähemalt 2% SKTst, millele lisanduvad Eestis viibivate NATO heidutushoiakut teostavate liitlasvägede vastuvõtukulud (HNS).","Estonia's defense expenditures make up at least 2% of GDP, to which are added the reception costs (HNS) of NATO's deterrent allied forces in Estonia.",0,83410_201903,2019,83410,Estonia,estonian,201903,MARPOR,TRUE,5,Social Democratic Party,SDE,30,9.833,83410,0,0,0,1,0,1
53320_200705_0870,"Establish a Department of Energy, Climate Change and the Environment to progress these important policy areas and to drive national climate change strategy.",,1,53320_200705,2007,53320,Ireland,english,200705,MARPOR,TRUE,3,Labour Party,Labour,30,10.126,53320,1,1,0,1,1,1
83410_201503_0514,"Kindlustame, et EL-i baastasemest rangemate keskkonnanõuete rakendamine ilma lisakulude hüvitamiseta oleks erandlik ja selle vajalikkus selgelt põhjendatud.",We ensure that the application of environmental requirements stricter than the EU base level without compensation for additional costs would be exceptional and its necessity clearly justified.,0,83410_201503,2015,83410,Estonia,estonian,201503,MARPOR,TRUE,5,Social Democratic Party,SDE,30,15.186,83410,0,0,0,0,1,1
81711_202007_2513,"Modelom tržišne premije potaknut ćemo daljnju instalaciju proizvodnih kapaciteta iz obnovljivih izvora i povećati ih za 150% sa sadašnjih 900 MW na 2250 MW,","With the market premium model, we will encourage the further installation of production capacities from renewable sources and increase them by 150% from the current 900 MW to 2250 MW,",1,81711_202007,2020,81711,Croatia,croatian,202007,MARPOR,TRUE,5,Croatian Democratic Union,HDZ,70,37.255,81711,0,0,0,1,0,1
81032_201112_0882,Otvarat ćemo prostor za društveno sudjelovanje i političko odlučivanje mladih i to ne samo o njihovim sektorskim pitanjima u  suodlučivanju mladih za mlade.,"We will open space for social participation and political decision-making by young people, and not only about their sectoral issues in co-decision-making by young people for young people.",0,81032_201112,2011,81032,Croatia,croatian,201112,MARPOR,TRUE,4,Kukuriku Coalition,Kukuriku,30,40.719,81032,0,0,0,0,0,0
82523_200606_0638,"Rozvoj, který vede ke zvyšování kvality života a plně respektuje limity ekosystémů, považujeme  za rozvoj udržitelný a jen takový rozvoj chceme podporo-vat.","We consider development that leads to an increase in the quality of life and fully respects the limits of ecosystems to be sustainable development, and we only want to support such development.",0,82523_200606,2006,82523,Czech Republic,czech,200606,MARPOR,TRUE,3,Christian and Democratic Union - Czech People's Party,KDU-ČSL,50,7.23,82523,0,0,0,0,1,1
81711_202007_1445,"S tim ciljem, promjenama zakonodavnog okvira i ak- tivnim pristupom Agencije za ugljikovodike osigurali smo preduvjete za povećanje proizvodnje zemnog plina","With this goal in mind, changes in the legislative framework and the active approach of the Hydrocarbons Agency ensured the prerequisites for increasing natural gas production.",1,81711_202007,2020,81711,Croatia,croatian,202007,MARPOR,TRUE,5,Croatian Democratic Union,HDZ,70,37.255,81711,0,0,0,0,0,0
83410_201503_0559,"Selle saavutame energiasäästumeetmete ja taastuvenergia laialdasema kasutamise kaudu, rakendame EL-i pädevusi konkurentsi-, energia- ja keskkonnapoliitikas.","We achieve this through energy saving measures and wider use of renewable energy, we apply EU competences in competition, energy and environmental policy.",1,83410_201503,2015,83410,Estonia,estonian,201503,MARPOR,TRUE,5,Social Democratic Party,SDE,30,15.186,83410,0,0,0,1,1,1
53240_201602_0180,"the pursuit of profit by big business, particularly the oil and gas industry, is the key driver of climate change and other forms of environmental disaster.",,1,53240_201602,2016,53240,Ireland,english,201602,MARPOR,TRUE,5,Anti-Austerity Alliance,AAA,,1.969,53240,1,1,0,1,1,1
81032_201609_0283,u izgradnji i rekonstrukciji stambenih građevina posvetit će se pažnja održivoj gradnji na način primjene recikliranih i obnovljivih građevinskih proizvoda.,"in the construction and reconstruction of residential buildings, attention will be paid to sustainable construction by using recycled and renewable construction products.",1,81032_201609,2016,81032,Croatia,croatian,201609,MARPOR,TRUE,5,People's coalition,,30,32.795,81032,0,0,0,1,1,1
53620_200705_1004,We have already successfully decoupled our economic growth from growth in emissions: since 1990 our emissions grew by 23% but our economy grew by over 150%.,,1,53620_200705,2007,53620,Ireland,english,200705,MARPOR,TRUE,3,Soldiers of Destiny,,60,41.561,53620,0,0,0,1,0,1
53110_201602_0180,We know that we have to fully decarbonise our transport system if we are to live up to the climate change commitment we entered into in the Paris Agreement.,,1,53110_201602,2016,53110,Ireland,english,201602,MARPOR,TRUE,5,Green Party,Greens,,2.719,53110,1,1,0,1,0,1
51320_201912_0149,"We will instruct the Committee on Climate Change to assess the emissions the UK imports as well as those it produces, and recommend policies to tackle them,",,1,51320_201912,2019,51320,United Kingdom,english,201912,MARPOR,TRUE,5,Labour Party,Labour,30,32.05,51320,1,1,0,1,0,1
82110_200606_0119,Zelení prosazují co nejrychlejší rozvoj využívání technologií výroby elektřiny z obnovitelných zdrojů energie jako podmínku pro vstup do vodíkové ekonomiky.,The Greens promote the fastest possible development of the use of technologies for the production of electricity from renewable energy sources as a condition for entering the hydrogen economy.,1,82110_200606,2006,82110,Czech Republic,czech,200606,MARPOR,TRUE,3,Green Party,SZ,10,6.29,82110,0,0,0,1,0,1
80510_201410_0618,"Продължаване на реформите в осигурителната система, за увеличаване на нейните сигурност и устойчивост и осигуряване на по-високи доходи от пенсия на хората.",Continue reforms in the insurance system to increase its security and sustainability and provide higher pension incomes to people.,0,80510_201410,2014,80510,Bulgaria,bulgarian,201410,MARPOR,TRUE,5,Citizens for European Development of Bulgaria,GERB,50,32.666,80510,0,0,0,0,1,1
80510_201305_0389,С нормативни промени ще бъдат вменени отговорности на всички контролни органи да осъществяват постоянен контрол върху всички дружества от обществен интерес.,"With regulatory changes, responsibilities will be imposed on all control bodies to carry out permanent control over all companies of public interest.",0,80510_201305,2013,80510,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,Citizens for European Development of Bulgaria,GERB,50,30.539,80510,0,0,0,0,0,0
92210_201110_2287,"  ochrona systemu wspierania kinematografii, który okazuje się  poży-teczny i perspektywiczny, przyjętego przy aprobacie środowiska filmowego przez rząd SLD","protection of the cinematography support system, which proves to be useful and promising, adopted with the approval of the film community by the SLD government",0,92210_201110,2011,92210,Poland,polish,201110,MARPOR,TRUE,4,Democratic Left Alliance,SLD,30,8.242,92210,0,0,0,0,1,1
88430_200410_0371,15. Kategoriškai priešinsimės naujų narių konkurencingumą stabdantiems kai kurių ES valstybių narių siūlymams toliau vienodinti ES politiką mokesčių srityje.,"15. We will categorically oppose the proposals of some EU member states to further unify the EU's tax policy, which hinders the competitiveness of new members.",0,88430_200410,2004,88430,Lithuania,lithuanian,200410,MARPOR,TRUE,3,Liberal and Centre Union,LiCS,40,9.189,88430,0,0,0,0,0,0
11620_200609_0714,Allians för Sverige sätter klimatpolitiken högt på dagordningen och prioriterar åtgärder som minskar utsläppen av koldioxid och andra klimatpåverkande gaser.,Alliance for Sweden puts climate policy high on the agenda and prioritizes measures that reduce emissions of carbon dioxide and other climate-affecting gases.,1,11620_200609,2006,11620,Sweden,swedish,200609,MARPOR,TRUE,3,Moderate Coalition Party,MSP,60,26.23,11620,0,1,0,1,0,1
53110_200705_1248,commit resources to create emergency response units that can be rapidly deployed in humanitarian disasters (now more frequent as a result of global warming).,,1,53110_200705,2007,53110,Ireland,english,200705,MARPOR,TRUE,3,Green Party,Greens,,4.692,53110,1,0,1,0,0,1
21710_201405_0638,"Dernière marotte en date, le réchauffement climatique, comme avant le trou dans la couche d’ozone, est largement battu en brèche par diverses études récentes","The latest fad, global warming, as before the hole in the ozone layer, has been largely undermined by various recent studies.",1,21710_201405,2014,21710,Belgium,french,201405,MARPOR,TRUE,5,People's Party,PP,,1.521,21710,1,1,1,1,0,1
32956_201803_2210,"Evidenze scientifiche precise indicano che molte piante sono ghiotte di formaldeide, benzene, xilene, toluene e ammoniaca, nonché di altri composti organici.","Precise scientific evidence indicates that many plants are greedy for formaldehyde, benzene, xylene, toluene and ammonia, as well as other organic compounds.",0,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,0,0,0,0,0,0
53320_200705_0844,"Germany and France have signalled their intention to push climate change up the European agenda, and Sweden is on track to being an oil-free economy by 2020.",,1,53320_200705,2007,53320,Ireland,english,200705,MARPOR,TRUE,3,Labour Party,Labour,30,10.126,53320,1,1,0,1,0,1
41521_200209_0271,"Grundsätzlich wollen wir ein gesellschaftliches Klima schaffen, das Existenzgründungen und unternehmerische Verantwortung als erstrebenswerte Ziele auffasst.","Basically, we want to create a social climate that sees starting up businesses and entrepreneurial responsibility as desirable goals.",0,41521_200209,2002,41521,Germany,german,200209,MARPOR,TRUE,3,Christian Democratic Union/Christian Social Union,CDU/CSU,50,38.5,41521,0,1,0,1,0,1
93951_201212_0265,l)  sprijină participarea redacţiilor mass-mediei maghiare din România la emisiunile regionale ale mediilor publice cu transmisie prin satelit din Ungaria;,l) supports the participation of the Hungarian mass media editorial offices in Romania in the regional broadcasts of the public media with satellite transmission from Hungary;,0,93951_201212,2012,93951,Romania,romanian,201212,MARPOR,TRUE,4,Hungarian Democratic Alliance of Romania,UDMR/RMDSz,90,5.137,93951,0,0,0,1,0,1
97421_200809_0583,"Poleg tega veljavna zakonodaja omogoča na trg stopiti neomejenemu številu novih podjetij, ki bi se ukvarjala z dobavo električne energije končnim porabnikom.","In addition, the current legislation allows an unlimited number of new companies to enter the market, which would deal with the supply of electricity to end users.",1,97421_200809,2008,97421,Slovenia,slovenian,200809,MARPOR,TRUE,3,Liberal Democracy of Slovenia,LDS,40,5.21,97421,0,0,0,0,0,0
53620_201602_1958,The Paris Climate Change agreement has expanded out the ambition of the international community and Ireland must play a full role in helping to achieve them.,,1,53620_201602,2016,53620,Ireland,english,201602,MARPOR,TRUE,5,Soldiers of Destiny,,60,24.35,53620,1,1,0,1,0,1
96952_200606_0183,"V tomto procese sa presadzuje niekoľko zákonitých tendencií, ktoré by hospodárska politika mala rešpektovať v záujme dlhodobo udržateľného rozvoja ekonomiky.","In this process, several legal tendencies are asserted, which economic policy should respect in the interest of long-term sustainable development of the economy.",0,96952_200606,2006,96952,Slovakia,slovak,200606,MARPOR,TRUE,3,Party of the Hungarian Coalition,SMK/MKP,90,11.685,96952,0,0,0,0,1,1
96440_201203_0358,Vo svetle boja proti klimatickým zmenám a v kontexte presadzovania modelu trvalo udržateľného rozvoja podporujeme rozvoj obnoviteľných zdrojov energie (OZE).,"In the light of the fight against climate change and in the context of promoting the model of sustainable development, we support the development of renewable energy sources (RES).",1,96440_201203,2012,96440,Slovakia,slovak,201203,MARPOR,TRUE,4,Freedom and Solidarity,SaS,40,5.884,96440,0,1,0,1,1,1
21521_201905_2351,We willen het beperkte potentieel voor wind en zon in Vlaanderen zo goed mogelijk benutten en de import van hout en biomassa voor biomassacentrales beperken.,We want to make the best possible use of the limited potential for wind and sun in Flanders and limit the import of wood and biomass for biomass power stations.,1,21521_201905,2019,21521,Belgium,dutch,201905,MARPOR,TRUE,5,Christian Democratic and Flemish,CD&V,50,8.886,21521,0,0,0,0,0,0
55430_200605_0498,Εμφανίζει μια επικίνδυνη παγίωση στην αξιοποίηση μόνο των κλιματολογικών συνθηκών της Κύπρου με περιορισμένες επιλογές σε άλλες εναλλακτικές μορφές τουρισμού,It shows a dangerous fixation on exploiting only the climatic conditions of Cyprus with limited options in other alternative forms of tourism,0,55430_200605,2006,55430,Cyprus,greek,200605,MARPOR,TRUE,5,European Party,EVROKO,40,5.746,55430,0,0,0,0,0,0
