manifesto_id,lowe_rile,edate,partyabbrev,parfam_meta,coderyear,pervote,presvote,absseat,totseats,progtype,corpusversion,total,peruncod,416_meta_perc,501_meta_perc,mpd_rile,planeco,markeco,welfare,intpeace,datasetversion,country,language,partyname,parfam_name,party,parfam_fixed,year,date,climate_dec,climate_perc,501_dec,416_dec,std_mpd_rile,std_lowe_rile,std_diff_rile
42420_199512,1.542966204703657,17/12/1995,,70,1998.0,21.885,,40,183,1,,149,0.0,0.0,2.685,55.705,0.0,12.752,7.383,0.0,2023a,Austria,german,Freedom Movement,NAT,42420,70,1995,199512,0.06097560976,6.097560976,0.02685,0.0,3.1208286897134645,2.622722219022533,0.498106470690931
42421_199512,1.6094795128334698,17/12/1995,LIF,40,1998.0,5.513,,10,183,1,,34,0.0,0.0,5.882,64.706,2.941,26.471,14.706,0.0,2023a,Austria,german,Liberal Forum,LIB,42421,40,1995,199512,0.006802721088,0.6802721088,0.05882,0.0,3.5839370397312726,2.707784850477823,0.8761521892534496
42110_199910,-0.8291336177726443,03/10/1999,GRÜNE,10,2011.0,7.4,,14,183,1,2023-1,980,0.0,1.224,8.776,-15.102,2.245,0.816,26.224,2.959,2023a,Austria,german,The Greens,ECO,42110,10,1999,199910,0.06150583245,6.150583245,0.08776,0.01224,-0.5222457397622545,-0.4109120813592086,-0.1113336584030459
42320_199910,-0.6450112814724758,03/10/1999,SPÖ,30,2011.0,33.2,,65,183,1,2023-1,899,0.667,0.0,3.56,-13.348,3.671,3.671,15.573,0.334,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,1999,199910,0.03211009174,3.211009174,0.0356,0.0,-0.4320010951748491,-0.1754414533636644,-0.2565596418111847
42420_199910,0.5480191751076537,03/10/1999,FPÖ,70,2001.0,26.91,,52,183,1,2023-1,832,0.12,0.0,6.01,24.639,2.524,4.327,4.087,0.601,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,1999,199910,0.01684717208,1.684717208,0.0601,0.0,1.5224591750314036,1.350302986304717,0.1721561887266867
42520_199910,-0.2004975674251259,03/10/1999,ÖVP,50,2011.0,26.91,,52,183,1,2023-1,2741,0.0,0.328,1.605,-3.612,3.466,7.698,8.975,1.204,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,1999,199910,0.02290076336,2.290076336,0.01605,0.00328,0.0689235682818091,0.3930388597946551,-0.3241152915128459
42110_200211,-1.1956584455345851,24/11/2002,GRÜNE,10,2011.0,9.47,,17,183,1,2023-1,685,0.292,4.234,8.029,-20.876,2.336,1.752,20.146,1.314,2023a,Austria,german,The Greens,ECO,42110,10,2002,200211,0.03956343793,3.956343793,0.08029,0.04234,-0.819322466015207,-0.879653859805694,0.060331393790487
42320_200211,-0.9569518281320288,24/11/2002,SPÖ,30,2011.0,36.51,,69,183,1,2023-1,1151,1.043,0.087,4.257,-21.199,3.649,2.78,18.593,0.348,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2002,200211,0.03413284133,3.413284133,0.04257,0.00087,-0.8359410636216675,-0.574376410931499,-0.2615646526901685
42420_200211,-0.7437792755087944,24/11/2002,FPÖ,70,2011.0,10.01,,18,183,1,2023-1,2668,0.037,0.075,3.148,-18.028,5.697,4.273,13.343,0.075,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2002,200211,0.03480372319,3.480372319,0.03148,0.00075,-0.6727906827854859,-0.301754002122969,-0.3710366806625169
42520_200211,-0.6828158200648042,24/11/2002,ÖVP,50,2011.0,42.3,,79,183,1,2023-1,2165,0.092,1.432,3.51,-15.704,4.619,5.173,11.363,0.277,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2002,200211,0.03241140882,3.241140882,0.0351,0.01432,-0.5532191012455031,-0.2237889739431609,-0.3294301273023422
42110_200610,-1.1488577044563293,01/10/2006,GRÜNE,10,2011.0,11.05,,21,183,1,2023-1,693,0.0,1.876,8.947,-20.058,5.339,0.289,15.44,1.587,2023a,Austria,german,The Greens,ECO,42110,10,2006,200610,0.06954102921,6.954102921,0.08947,0.01876,-0.7772357389499289,-0.8198012633538008,0.0425655244038718
42320_200610,-0.7382915516763866,01/10/2006,SPÖ,30,2011.0,35.34,,68,183,1,2023-1,721,0.971,0.832,4.022,-15.118,5.825,1.248,19.695,0.416,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2006,200610,0.03147353362,3.147353362,0.04022,0.00832,-0.52306895202759,-0.2947358542814353,-0.2283330977461546
42420_200610,-0.7321970991021152,01/10/2006,FPÖ,70,2011.0,11.04,,21,183,1,2023-1,325,0.0,0.923,15.077,-4.308,2.462,0.0,11.692,0.308,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2006,200610,0.0773993808,7.73993808,0.15077,0.00923,0.0331138347397144,-0.2869417723477082,0.3200556070874226
42520_200610,-0.3445556271377503,01/10/2006,ÖVP,50,2011.0,34.33,,66,183,1,2023-1,2060,0.437,0.097,5.583,-2.961,2.621,1.456,13.641,0.485,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2006,200610,0.06655480984,6.655480984,0.05583,0.00097,0.1024180173276477,0.2088056892300024,-0.1063876719023547
42710_200610,-0.3942886199675062,01/10/2006,BZÖ,70,2011.0,4.11,,7,183,1,2023-1,558,1.254,0.0,3.226,-3.584,6.989,0.538,15.412,0.538,2023a,Austria,german,Alliance for the Future of Austria,NAT,42710,70,2006,200610,0.02317290553,2.317290553,0.03226,0.0,0.0703641897461462,0.145203090604331,-0.0748389008581848
42110_200809,-0.9739012676971734,28/09/2008,GRÜNE,10,2011.0,10.43,,20,183,1,2023-1,697,0.861,0.143,12.195,-9.469,1.865,0.287,23.529,1.435,2023a,Austria,german,The Greens,ECO,42110,10,2008,200809,0.09591194969,9.591194969,0.12195,0.00143,-0.2324235715975712,-0.5960527336350661,0.3636291620374948
42220_200809,-0.5136024252920182,28/09/2008,KPÖ,20,2011.0,0.76,,0,183,1,2023-1,115,1.739,0.0,0.0,-17.391,9.565,0.0,40.0,0.0,2023a,Austria,german,Austrian Communist Party,LEF,42220,20,2008,200809,0.02040816327,2.040816327,0.0,0.0,-0.6400165444718159,-0.0073851136996745,-0.6326314307721413
42320_200809,-0.9142049045612524,28/09/2008,SPÖ,30,2011.0,29.26,,57,183,1,2023-1,1203,1.164,1.081,4.156,-17.872,4.156,1.081,22.278,0.998,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2008,200809,0.04249783174,4.249783174,0.04156,0.01081,-0.6647643631984648,-0.5197081662179486,-0.1450561969805162
42420_200809,-0.3255683451474294,28/09/2008,FPÖ,70,2011.0,17.54,,34,183,1,2023-1,462,0.216,0.0,4.329,-1.299,5.628,1.515,17.965,0.433,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2008,200809,0.03181818182,3.181818182,0.04329,0.0,0.1879291913893739,0.2330881706715833,-0.0451589792822094
42520_200809,-0.2886571855000888,28/09/2008,ÖVP,50,2011.0,25.98,,51,183,1,2023-1,610,1.311,0.656,0.492,-1.148,0.984,1.148,25.902,0.0,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2008,200809,0.01149425287,1.149425287,0.00492,0.00656,0.1956982571434777,0.2802931655508229,-0.0845949084073451
42710_200809,-0.4960322485235693,28/09/2008,BZÖ,70,2011.0,10.7,,21,183,1,2023-1,344,0.581,0.0,4.07,-8.721,6.395,0.872,25.872,0.291,2023a,Austria,german,Alliance for the Future of Austria,NAT,42710,70,2008,200809,0.1338582677,13.38582677,0.0407,0.0,-0.1939383981931361,0.0150850582566194,-0.2090234564497556
42110_201309,-0.9061440101133184,29/09/2013,GRÜNE,10,2017.0,12.416,,24,183,1,2023-1,2396,2.379,4.591,9.265,-13.94,6.302,0.543,18.155,0.501,2023a,Austria,german,The Greens,ECO,42110,10,2013,201309,0.07503126303,7.503126303,0.09265,0.04591,-0.462459948992263,-0.5093992383822384,0.0469392893899754
42320_201309,-1.6270206357394414,29/09/2013,SPÖ,30,2017.0,26.819,,52,183,1,2023-1,725,1.241,0.276,1.655,-38.483,5.931,0.552,24.828,1.103,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2013,201309,0.02462380301,2.462380301,0.01655,0.00276,-1.7252161132503527,-1.4313149339704256,-0.2939011792799271
42420_201309,0.1207470811586377,29/09/2013,FPÖ,70,2017.0,20.506,,40,183,1,2023-1,115,0.0,0.0,0.0,12.174,3.478,0.87,16.522,0.0,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2013,201309,0.0,0.0,0.0,0.0,0.8811253695684573,0.8038726600941872,0.0772527094742701
42430_201309,-0.8289794980569942,29/09/2013,NEOS,40,2017.0,4.964,,9,183,1,2023-1,1022,1.663,9.491,6.262,-13.796,4.99,3.131,10.665,0.196,2023a,Austria,german,The New Austria,LIB,42430,40,2013,201309,0.07846889952,7.846889952,0.06262,0.09491,-0.4550510386042434,-0.4107149805241885,-0.0443360580800548
42520_201309,-0.4135753085793601,29/09/2013,ÖVP,50,2017.0,23.991,,47,183,1,2023-1,1162,0.43,3.184,3.442,-5.508,5.336,3.873,12.22,0.516,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2013,201309,0.06804979253,6.804979253,0.03442,0.03184,-0.0286270851604488,0.1205377036086763,-0.1491647887691252
42951_201309,0.0037862563349442,29/09/2013,TS,95,2017.0,5.725,,11,183,6,2023-1,1236,3.398,0.243,3.479,0.971,7.848,5.744,8.333,0.566,2023a,Austria,german,Team Stronach for Austria,SIP,42951,95,2013,201309,0.02188006483,2.188006483,0.03479,0.00243,0.3047224315338495,0.6542936387460493,-0.3495712072121998
42110_201710,-1.5804251218573109,15/10/2017,GRÜNE,10,2018.0,3.8,,0,183,1,2023-1,1085,1.382,8.203,12.627,-22.212,3.41,0.0,20.645,0.829,2023a,Austria,german,The Greens,ECO,42110,10,2017,201710,0.1202590194,12.02590194,0.12627,0.08203,-0.888060690170722,-1.3717247987588383,0.4836641085881163
42120_201710,-0.3677586269098154,15/10/2017,PILZ,10,2018.0,4.409,,8,183,9,2023-1,71,0.0,1.408,1.408,-7.042,5.634,0.0,11.268,0.0,2023a,Austria,german,Peter Pilz List,ECO,42120,10,2017,201710,0.0,0.0,0.01408,0.01408,-0.1075525610994909,0.179131804803501,-0.286684365902992
42320_201710,-1.097882618572375,15/10/2017,SPÖ,30,2018.0,26.859,,52,183,1,2023-1,2724,0.073,2.974,1.799,-21.916,6.571,0.147,21.439,0.073,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2017,201710,0.04667863555,4.667863555,0.01799,0.02974,-0.8728312632620151,-0.7546101750457901,-0.118221088216225
42420_201710,0.024209416006375,15/10/2017,FPÖ,70,2018.0,25.966,,51,183,1,2023-1,452,0.0,1.327,5.973,9.292,3.097,1.327,11.283,0.0,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2017,201710,0.04424778761,4.424778761,0.05973,0.01327,0.7328442602748985,0.6804124374215399,0.0524318228533585
42430_201710,-0.2460968760417028,15/10/2017,NEOS,40,2018.0,5.296,,10,183,1,2023-1,126,1.587,0.0,0.0,-2.381,0.0,4.762,16.667,0.0,2023a,Austria,german,The New Austria and Liberal Forum,LIB,42430,40,2017,201710,0.007352941176,0.7352941176,0.0,0.0,0.1322594619460599,0.3347227529503266,-0.2024632910042667
42520_201710,0.0629897074216874,15/10/2017,ÖVP,50,2018.0,31.47,,62,183,1,2023-1,2795,0.286,2.111,2.075,10.161,1.825,7.191,10.984,0.215,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2017,201710,0.04026152787,4.026152787,0.02075,0.02111,0.7775549764359334,0.7300078301202663,0.0475471463156671
42110_201909,-1.5389842623309962,29/09/2019,GRÜNE,10,2020.0,13.9,,26,183,1,2023-1,2276,1.494,15.949,11.819,-21.661,4.218,0.0,15.729,1.054,2023a,Austria,german,The Greens,ECO,42110,10,2019,201909,0.1689517912,16.89517912,0.11819,0.15949,-0.8597113177832304,-1.3187268550360949,0.4590155372528642
42320_201909,-1.753588520315616,29/09/2019,SPÖ,30,2020.0,21.181,,40,183,1,2023-1,1910,0.89,5.55,4.503,-39.424,5.864,0.105,28.953,0.262,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2019,201909,0.06709422792,6.709422792,0.04503,0.0555,-1.7736312846053977,-1.5931802451765171,-0.1804510394288805
42420_201909,-0.172766809712539,29/09/2019,FPÖ,70,2020.0,16.174,,31,183,1,2023-1,222,2.252,2.703,10.811,2.703,5.405,0.45,7.658,0.0,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2019,201909,0.07305936073,7.305936073,0.10811,0.02703,0.3938351592564184,0.4285032095557283,-0.0346680502993098
42430_201909,-0.5340071819217265,29/09/2019,NEOS,40,2020.0,8.103,,15,183,1,2023-1,1171,0.598,6.149,3.16,-10.077,1.537,3.501,9.735,1.281,2023a,Austria,german,The New Austria and Liberal Forum,LIB,42430,40,2019,201909,0.05897435897,5.897435897,0.0316,0.06149,-0.2637056376803207,-0.033480377067725,-0.2302252606125956
42520_201909,-0.2160172794533785,29/09/2019,ÖVP,50,2020.0,37.457,,71,183,1,2023-1,719,0.0,1.808,2.921,2.086,2.364,1.669,12.935,0.0,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2019,201909,0.03486750349,3.486750349,0.02921,0.01808,0.3620900362744179,0.373190989020058,-0.0111009527456401
51320_199204,-1.596835542219169,09/04/1992,Labour,30,1992.0,34.392,,271,651,1,,637,4.9,0.0,6.6,-30.4,4.1,0.6,17.9,2.0,2023a,United Kingdom,english,Labour Party,SOC,51320,30,1992,199204,0.04524180967,4.524180967,0.066,0.0,-1.3093395669561696,-1.3927117798385151,0.0833722128823455
51421_199204,-1.4929435358858472,09/04/1992,LibDems,40,1992.0,17.848,,20,651,1,,837,16.8,0.0,11.5,-22.1,3.0,1.4,9.3,2.4,2023a,United Kingdom,english,Liberal Democrats,LIB,51421,40,1992,199204,0.08725602755,8.725602755,0.115,0.0,-0.8822982043133735,-1.2598462271489044,0.3775480228355309
51620_199204,0.5586594184612741,09/04/1992,Conservatives,60,1992.0,41.926,,336,651,1,,1686,4.9,0.0,5.8,27.9,2.4,9.7,8.1,0.8,2023a,United Kingdom,english,Conservative Party,CON,51620,60,1992,199204,0.04420243434,4.420243434,0.058,0.0,1.6902401248600971,1.3639105954348651,0.3263295294252322
51320_199705,0.0851465166840608,01/05/1997,Labour,30,1997.0,43.208,,419,659,1,,830,0.12,0.0,3.373,8.072,2.169,3.373,11.807,1.566,2023a,United Kingdom,english,Labour Party,SOC,51320,30,1997,199705,0.02130044843,2.130044843,0.03373,0.0,0.6700743250430657,0.7583437609813813,-0.0882694359383156
51421_199705,-0.5369199858780132,01/05/1997,LibDems,40,1997.0,16.758,,46,659,1,2023-1,842,0.0,0.0,8.314,-5.582,3.919,3.325,16.627,0.95,2023a,United Kingdom,english,Liberal Democrats,LIB,51421,40,1997,199705,0.03425414365,3.425414365,0.08314,0.0,-0.0324344418876256,-0.0372055078182742,0.0047710659306486
51620_199705,0.440730563200975,01/05/1997,Conservatives,60,1997.0,30.687,,165,659,1,,1084,0.83,0.0,2.03,25.738,6.827,3.875,6.458,0.461,2023a,United Kingdom,english,Conservative Party,CON,51620,60,1997,199705,0.01065719361,1.065719361,0.0203,0.0,1.5790035675066365,1.2130935779836651,0.3659099895229714
51320_200106,-0.3292571601193446,07/06/2001,Labour,30,2002.0,40.67,,412,659,1,2023-1,1494,6.091,0.067,3.949,1.473,0.602,1.807,12.718,0.803,2023a,United Kingdom,english,Labour Party,SOC,51320,30,2001,200106,0.02382335851,2.382335851,0.03949,0.00067,0.3305507163587511,0.2283706138805367,0.1021801024782143
51421_200106,-0.3304860731254964,07/06/2001,LibDems,40,2004.0,18.25,,52,659,1,,1149,8.964,0.0,7.398,0.261,2.524,1.915,9.399,1.305,2023a,United Kingdom,english,Liberal Democrats,LIB,51421,40,2001,200106,0.07504520796,7.504520796,0.07398,0.0,0.2681923872595861,0.2267989799162647,0.0413934073433214
51620_200106,0.1711812243472099,07/06/2001,Conservatives,60,2002.0,31.7,,166,659,1,,724,9.53,0.0,2.486,14.917,2.072,1.934,8.978,0.829,2023a,United Kingdom,english,Conservative Party,CON,51620,60,2001,200106,0.01709401709,1.709401709,0.02486,0.0,1.022254822306914,0.8683719468600777,0.1538828754468364
51320_200505,-0.4888826595829716,05/05/2005,Labour,30,2006.0,35.186,,355,646,1,,1068,0.0,0.094,3.371,-3.09,3.558,0.843,11.517,1.311,2023a,United Kingdom,english,Labour Party,SOC,51320,30,2005,200505,0.02969348659,2.969348659,0.03371,0.00094,0.0957808684383801,0.0242285344452332,0.0715523339931469
51421_200505,-0.3237073180787364,05/05/2005,LibDems,40,2006.0,22.047,,62,646,1,,685,0.584,0.292,9.343,3.212,4.38,1.022,7.299,0.292,2023a,United Kingdom,english,Liberal Democrats,LIB,51421,40,2005,200505,0.05626598465,5.626598465,0.09343,0.00292,0.4200235994474044,0.2354682035420517,0.1845553959053526
51620_200505,0.0813956091034455,05/05/2005,Conservatives,60,2006.0,32.359,,198,646,1,,344,0.0,0.0,2.616,14.535,1.453,2.907,6.105,0.291,2023a,United Kingdom,english,Conservative Party,CON,51620,60,2005,200505,0.01234567901,1.234567901,0.02616,0.0,1.0026006294720289,0.7535467951090777,0.2490538343629509
51320_201505,-0.5894896647441294,07/05/2015,Labour,30,2015.0,30.415,,232,650,1,2023-1,1009,0.0,0.198,4.262,-18.137,9.713,4.559,18.533,1.487,2023a,United Kingdom,english,Labour Party,SOC,51320,30,2015,201505,0.03414634146,3.414634146,0.04262,0.00198,-0.6783988163430842,-0.1044358914038271,-0.573962924939257
51421_201505,-0.7983836577787589,07/05/2015,LibDems,40,2015.0,7.861,,8,650,1,2023-1,1917,1.304,2.608,9.859,-16.067,7.042,2.295,25.352,1.826,2023a,United Kingdom,english,Liberal Democrats,LIB,51421,40,2015,201505,0.07607052897,7.607052897,0.09859,0.02608,-0.5718957295153024,-0.3715865300106,-0.2003091995047024
51620_201505,-0.2846468996372513,07/05/2015,Conservatives,60,2015.0,36.882,,330,650,1,2023-1,1588,0.0,0.882,4.093,-1.574,11.398,4.597,13.35,0.63,2023a,United Kingdom,english,Conservative Party,CON,51620,60,2015,201505,0.04132680805,4.132680805,0.04093,0.00882,0.1737802305789198,0.2854218454792838,-0.1116416149003639
51951_201505,-0.5504990622603119,07/05/2015,UKIP,95,2015.0,12.629,,1,650,1,2023-1,1348,0.0,2.671,1.484,-7.789,6.38,1.929,18.62,1.335,2023a,United Kingdom,english,United Kingdom Independence Party,SIP,51951,95,2015,201505,0.04103967168,4.103967168,0.01484,0.02671,-0.1459862837373426,-0.054571535795057,-0.0914147479422855
51320_201706,-1.1111130332440968,08/06/2017,Labour,30,2018.0,39.988,,262,650,1,2023-1,1328,0.602,1.28,4.518,-27.56,5.045,0.678,27.184,1.958,2023a,United Kingdom,english,Labour Party,SOC,51320,30,2017,201706,0.0455950541,4.55950541,0.04518,0.0128,-1.1632193898591163,-0.7715303060521278,-0.3916890838069885
51421_201706,-1.152803656908433,08/06/2017,LibDems,40,2018.0,7.365,,12,650,1,2023-1,1131,1.592,2.653,7.073,-21.751,2.387,1.149,24.845,1.857,2023a,United Kingdom,english,Liberal Democrats,LIB,51421,40,2017,201706,0.05925250684,5.925250684,0.07073,0.02653,-0.8643418867757426,-0.8248476684810019,-0.0394942182947407
51620_201706,-0.3016388149709792,08/06/2017,Conservatives,60,2018.0,42.345,,317,650,1,2023-1,1496,0.267,0.869,2.005,-2.607,6.083,2.072,17.513,0.0,2023a,United Kingdom,english,Conservative Party,CON,51620,60,2017,201706,0.0398918188,3.98918188,0.02005,0.00869,0.1206315886981958,0.2636912013060686,-0.1430596126078727
51320_201912,-1.2902736749297263,12/12/2019,Labour,30,2020.0,32.05,,202,650,1,2023-1,1702,0.823,4.759,6.287,-31.845,8.343,0.0,31.551,1.469,2023a,United Kingdom,english,Labour Party,SOC,51320,30,2019,201912,0.08358208955,8.358208955,0.06287,0.04759,-1.3836859246692828,-1.0006555151795185,-0.3830304094897643
51421_201912,-1.1923778684141997,12/12/2019,LibDems,40,2020.0,11.537,,11,650,1,2023-1,1467,1.977,6.203,10.293,-19.564,5.317,0.886,27.267,0.954,2023a,United Kingdom,english,Liberal Democrats,LIB,51421,40,2019,201912,0.101800554,10.1800554,0.10293,0.06203,-0.751819060257695,-0.875458390802598,0.123639330544903
51620_201912,-0.0642108261517035,12/12/2019,Conservatives,60,2020.0,43.589,,365,650,1,2023-1,1223,0.654,1.717,6.378,6.214,8.994,6.214,13.246,0.0,2023a,United Kingdom,english,Conservative Party,CON,51620,60,2019,201912,0.03663613655,3.663613655,0.06378,0.01717,0.5744788007309797,0.5673334358899815,0.0071453648409981
53320_199211,-0.544439947076321,25/11/1992,Labour,30,1996.0,19.307,,33,166,1,,781,0.256,0.0,2.177,-14.597,8.707,3.969,22.279,0.0,2023a,Ireland,english,Labour Party,SOC,53320,30,1992,199211,0.01184210526,1.184210526,0.02177,0.0,-0.4962631026376023,-0.0468226461918658,-0.4494404564457365
53520_199211,-0.2146699693469713,25/11/1992,,50,1996.0,24.472,,45,166,1,,175,0.571,0.0,0.0,9.714,6.286,6.286,6.857,6.286,2023a,Ireland,english,Family of the Irish,CHR,53520,50,1992,199211,0.0,0.0,0.0,0.0,0.7545564837731226,0.3749140388315879,0.3796424449415346
53620_199211,-0.556894138494278,25/11/1992,,60,1996.0,39.113,,68,166,1,,176,0.0,0.0,2.273,-3.409,3.409,3.977,12.5,1.136,2023a,Ireland,english,Soldiers of Destiny,CON,53620,60,1992,199211,0.01734104046,1.734104046,0.02273,0.0,0.0793680738982534,-0.0627500797303048,0.1421181536285582
53320_199706,-0.368182077626467,06/06/1997,Labour,30,1997.0,10.399,,17,166,1,,1950,0.359,1.179,6.103,-5.949,5.026,3.026,19.282,1.692,2023a,Ireland,english,Labour Party,SOC,53320,30,1997,199706,0.01948503827,1.948503827,0.06103,0.01179,-0.0513168732237589,0.1785902615655716,-0.2299071347893305
53520_199706,-0.0759983555824979,06/06/1997,,50,1997.0,27.945,,54,166,1,,1264,0.396,0.949,6.646,8.94,2.453,7.832,12.579,0.158,2023a,Ireland,english,Family of the Irish,CHR,53520,50,1997,199706,0.02582644628,2.582644628,0.06646,0.00949,0.7147335904375172,0.5522585839553412,0.1624750064821759
53620_199706,-0.151338526774575,06/06/1997,,60,1997.0,39.334,,77,166,1,,2166,0.0,0.462,7.433,4.801,3.601,5.217,11.865,1.154,2023a,Ireland,english,Soldiers of Destiny,CON,53620,60,1997,199706,0.03879728419,3.879728419,0.07433,0.00462,0.5017788675485373,0.4559074416638995,0.0458714258846377
53320_200205,-0.939705577370722,17/05/2002,Labour,30,2003.0,10.772,,21,166,1,,1310,0.0,0.076,6.87,-22.29,7.71,1.221,18.626,1.679,2023a,Ireland,english,Labour Party,SOC,53320,30,2002,200205,0.02047502048,2.047502048,0.0687,0.00076,-0.8920738499642326,-0.5523205019150444,-0.3397533480491881
53520_200205,-0.5533673731288173,17/05/2002,,50,2003.0,22.478,,31,166,1,,483,0.0,0.621,3.934,-9.317,3.313,6.211,22.774,1.035,2023a,Ireland,english,Family of the Irish,CHR,53520,50,2002,200205,0.0265060241,2.65060241,0.03934,0.00621,-0.2246030550768839,-0.0582397651639932,-0.1663632899128906
53620_200205,-0.4161728072729644,17/05/2002,,60,2003.0,41.485,,81,166,1,,1617,0.0,0.062,4.082,-6.246,5.195,2.968,10.019,2.536,2023a,Ireland,english,Soldiers of Destiny,CON,53620,60,2002,200205,0.01785714286,1.785714286,0.04082,0.00062,-0.0665977508990493,0.1172158108883737,-0.1838135617874231
53951_200205,-1.2811999859558654,17/05/2002,SF,95,2003.0,6.514,,5,166,1,,1209,0.0,0.248,1.82,-26.137,8.685,0.0,29.611,4.797,2023a,Ireland,english,We Ourselves,SIP,53951,95,2002,200205,0.01816239316,1.816239316,0.0182,0.00248,-1.0900049490108394,-0.9890513432803084,-0.1009536057305309
53110_200705,-1.328433058688832,24/05/2007,Greens,10,2010.0,4.692,,6,166,1,2023-1,1083,3.139,8.31,7.11,-20.129,3.97,0.739,19.852,2.308,2023a,Ireland,english,Green Party,ECO,53110,10,2007,200705,0.04652996845,4.652996845,0.0711,0.0831,-0.7808887433773553,-1.0494568406364742,0.2685680972591189
53320_200705,-1.213695695751385,24/05/2007,Labour,30,2010.0,10.126,,20,166,1,2023-1,2235,1.342,4.877,3.714,-18.837,2.461,1.119,17.763,1.387,2023a,Ireland,english,Labour Party,SOC,53320,30,2007,200705,0.04389465283,4.389465283,0.03714,0.04877,-0.7144143529515127,-0.9027213632993412,0.1883070103478284
53420_200705,-0.7063206560530793,24/05/2007,PD,40,2010.0,2.73,,2,166,1,2023-1,2084,4.894,7.486,2.303,-6.862,5.326,2.111,13.292,0.288,2023a,Ireland,english,Progressive Democrats,LIB,53420,40,2007,200705,0.04961659901,4.961659901,0.02303,0.07486,-0.0982914231144665,-0.2538488710871356,0.1555574479726691
53520_200705,-0.826008418170832,24/05/2007,,50,2010.0,27.322,,51,166,1,2023-1,2096,1.527,4.58,2.576,-11.26,6.393,1.193,10.926,0.668,2023a,Ireland,english,Family of the Irish,CHR,53520,50,2007,200705,0.05049701789,5.049701789,0.02576,0.0458,-0.3245718945485649,-0.4069153217718739,0.082343427223309
53620_200705,-0.8239346765739031,24/05/2007,,60,2010.0,41.561,,78,166,1,2023-1,2203,6.264,3.949,2.814,-9.759,1.634,1.816,14.798,1.362,2023a,Ireland,english,Soldiers of Destiny,CON,53620,60,2007,200705,0.04493927126,4.493927126,0.02814,0.03949,-0.2473442939067774,-0.4042632522514586,0.1569189583446812
53951_200705,-0.5949082828993406,24/05/2007,SF,95,2010.0,6.942,,4,166,1,2023-1,1674,2.808,4.54,0.896,-12.664,2.33,1.673,21.744,0.836,2023a,Ireland,english,We Ourselves,SIP,53951,95,2007,200705,0.04459967759,4.459967759,0.00896,0.0454,-0.396808770831756,-0.1113656612813694,-0.2854431095503865
53021_201102,-0.6982793017528919,25/02/2011,ULA,20,2012.0,2.7,,5,166,8,2023-1,97,1.031,2.062,5.155,-30.928,1.031,0.0,14.433,0.0,2023a,Ireland,english,United Left Alliance,LEF,53021,20,2011,201102,0.02941176471,2.941176471,0.05155,0.02062,-1.3365055717122416,-0.2435649327825897,-1.092940638929652
53110_201102,-1.5197654161903644,25/02/2011,Greens,10,2012.0,1.8,,0,166,1,2023-1,551,0.726,3.993,15.789,-14.882,2.541,0.181,14.882,0.363,2023a,Ireland,english,Green Party,ECO,53110,10,2011,201102,0.0641221374,6.41221374,0.15789,0.03993,-0.5109265711138912,-1.294148230513828,0.7832216593999369
53320_201102,-0.5856453816990079,25/02/2011,Labour,30,2012.0,19.447,,37,166,1,2023-1,1435,0.0,1.463,4.181,-10.592,6.063,2.648,12.404,0.488,2023a,Ireland,english,Labour Party,SOC,53320,30,2011,201102,0.04559270517,4.559270517,0.04181,0.01463,-0.2902027824708074,-0.0995195093883847,-0.1906832730824227
53520_201102,-0.2216352502241036,25/02/2011,,50,2012.0,36.104,,76,166,1,2023-1,1500,0.0,1.933,3.067,0.733,4.4,5.4,9.667,1.133,2023a,Ireland,english,Family of the Irish,CHR,53520,50,2011,201102,0.0625,6.25,0.03067,0.01933,0.2924771490869837,0.3660062707939834,-0.0735291217069997
53620_201102,0.0279896625057602,25/02/2011,,60,2012.0,17.446,,20,166,1,2023-1,652,0.0,1.227,0.307,2.914,8.436,6.902,2.761,0.0,2023a,Ireland,english,Soldiers of Destiny,CON,53620,60,2011,201102,0.02664796634,2.664796634,0.00307,0.01227,0.4046912710055305,0.685246924290841,-0.2805556532853104
