manifesto_id,lowe_rile,edate,partyabbrev,parfam_meta,candidatename,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,corpusversion,total,peruncod,416_meta_perc,501_meta_perc,rile,planeco,markeco,welfare,intpeace,datasetversion,country,language,partyname,parfam_name,party,parfam_fixed,year,date,501_raw,416_raw,final_broad,final_broad_perc,501_meta_dec,416_meta_dec,std_rile,std_lowe_rile,std_diff_rile
41420_200209,-0.024566541876061443,22/09/2002,FDP,40,,3,2010.0,0.92,,7.373,0.0,,47,603,1,2023-1,1982,0.555,0.454,1.867,4.591,3.28,5.55,5.651,0.252,2023a,Germany,german,Free Democratic Party,LIB,41420,40,2002,200209,0.01831325301,0.005301204819,0.03228915663,3.228915663,0.01867,0.00454,0.4909742065660088,0.6180337729723911,-0.12705956640638233
41521_200209,0.41202877601301235,22/09/2002,CDU/CSU,50,,3,2010.0,0.92,,38.5,0.0,,248,603,1,2023-1,1315,1.673,0.228,3.422,20.76,3.65,3.118,7.681,0.228,2023a,Germany,german,Christian Democratic Union/Christian Social Union,CHR,41521,50,2002,200209,0.03448275862,0.002201027146,0.03888481291,3.888481291,0.03422,0.00228,1.3228816514541257,1.1763873967046812,0.14649425474944455
41113_200509,-0.6284315424717377,18/09/2005,90/Greens,10,,2,2008.0,,,8.117,0.0,,51,614,1,2023-1,1867,0.214,0.803,9.106,-10.445,6.052,1.714,17.729,2.625,2023a,Germany,german,Alliance‘90/Greens,ECO,41113,10,2005,200509,0.09010875194,0.007250129467,0.07301916106,7.301916106,0.09106,0.00803,-0.2826395197830374,-0.15423793382901452,-0.1284015859540229
41222_200509,-1.4695200020692862,18/09/2005,L-PDS,20,,2,2008.0,,,8.709,0.0,,54,614,1,2023-1,573,0.175,0.524,6.457,-31.239,5.759,0.0,20.593,4.887,2023a,Germany,german,The Left. Party of Democratic Socialism,LEF,41222,20,2005,200509,0.06862745098,0.006535947712,0.03594771242,3.594771242,0.06457,0.00524,-1.3525067601197005,-1.229890305838691,-0.12261645428100953
41320_200509,-0.1958981640913997,18/09/2005,SPD,30,,2,2008.0,,,34.247,0.0,,222,614,1,2023-1,882,0.227,0.0,4.308,-2.154,5.329,3.855,13.492,2.834,2023a,Germany,german,Social Democratic Party of Germany,SOC,41320,30,2005,200509,0.04301075269,0.002150537634,0.04516129032,4.516129032,0.04308,0.0,0.14393878596050752,0.3989209510887374,-0.25498216512822985
41420_200509,0.5204312341473898,18/09/2005,FDP,40,,2,2008.0,,,9.829,0.0,,61,614,1,2023-1,1419,1.198,0.07,2.607,16.913,3.805,12.685,6.554,1.48,2023a,Germany,german,Free Democratic Party,LIB,41420,40,2005,200509,0.02609308886,0.0007052186178,0.04090267983,4.090267983,0.02607,0.0007,1.124950552407519,1.3150212822292977,-0.19007072982177875
41521_200509,0.7813170118488806,18/09/2005,CDU/CSU,50,,2,2008.0,,,35.17,0.0,,226,614,1,2023-1,777,0.515,0.129,2.96,25.611,3.732,11.068,5.277,0.257,2023a,Germany,german,Christian Democratic Union/Christian Social Union,CHR,41521,50,2005,200509,0.02840236686,0.002366863905,0.04142011834,4.142011834,0.0296,0.00129,1.572469320150536,1.6486632462891453,-0.07619392613860931
41113_200909,-0.7562695493698719,27/09/2009,90/Greens,10,,2,2009.0,,,10.706,0.0,,68,622,1,2023-1,3596,0.25,1.057,10.651,-13.571,7.397,0.779,15.156,2.475,2023a,Germany,german,Alliance‘90/Greens,ECO,41113,10,2009,200909,0.1071718539,0.01217861976,0.1104194858,11.04194858,0.10651,0.01057,-0.4434746161229628,-0.3177275808261497,-0.12574703529681308
41223_200909,-1.0118151482360682,27/09/2009,LINKE,20,,2,2009.0,,,11.888,0.0,,76,622,1,2023-1,1664,0.0,0.3,5.529,-24.519,6.911,0.06,23.558,3.726,2023a,Germany,german,The Left,LEF,41223,20,2009,200909,0.05421686747,0.003614457831,0.07409638554,7.409638554,0.05529,0.003,-1.006757608678786,-0.6445400895943518,-0.3622175190844341
41320_200909,-0.7434505728232299,27/09/2009,SPD,30,,2,2009.0,,,23.035,0.0,,146,622,1,2023-1,2208,0.362,0.181,5.254,-18.297,10.236,1.313,15.987,1.857,2023a,Germany,german,Social Democratic Party of Germany,SOC,41320,30,2009,200909,0.05121293801,0.003144654088,0.06513926325,6.513926325,0.05254,0.00181,-0.6866309389964393,-0.30133363037802485,-0.3852973086184145
41420_200909,0.028437238895265615,27/09/2009,FDP,40,,2,2009.0,,,14.563,0.0,,93,622,1,2023-1,2247,0.0,0.134,5.029,4.272,7.655,9.346,6.453,2.047,2023a,Germany,german,Free Democratic Party,LIB,41420,40,2009,200909,0.04950065132,0.001736864959,0.08033000434,8.033000434,0.05029,0.00134,0.47456141202588203,0.6858193214026231,-0.2112579093767411
41521_200909,0.1600302434512857,27/09/2009,CDU/CSU,50,,2,2009.0,,,33.8,0.0,,239,622,1,2023-1,2006,0.0,0.05,5.833,8.724,7.129,5.583,6.73,0.698,2023a,Germany,german,Christian Democratic Union/Christian Social Union,CHR,41521,50,2009,200909,0.05771144279,0.0009950248756,0.0776119403,7.76119403,0.05833,0.0005,0.7036202248554878,0.8541111649957364,-0.15049094014024855
41113_201309,-0.9861081158945524,22/09/2013,90/Greens,10,,4,2013.0,0.917,0.848,8.444,0.0,,63,631,1,2023-1,5430,0.884,3.37,10.516,-19.595,6.796,2.026,17.827,2.081,2023a,Germany,german,Alliance‘90/Greens,ECO,41113,10,2013,201309,0.1067285383,0.03462430841,0.1026235945,10.26235945,0.10516,0.0337,-0.7534140340217825,-0.6116638445336217,-0.14175018948816087
41223_201309,-1.2944823215493466,22/09/2013,LINKE,20,,4,2013.0,0.917,0.848,8.6,0.0,,64,631,1,2023-1,2472,0.769,2.346,5.057,-34.547,5.825,0.688,23.989,4.612,2023a,Germany,german,The Left,LEF,41223,20,2013,201309,0.05043685465,0.02343129468,0.05957108817,5.957108817,0.05057,0.02346,-1.522705895977817,-1.0060378749868462,-0.5166680209909709
41320_201309,-0.9208469901704834,22/09/2013,SPD,30,,4,2013.0,0.917,0.848,25.7,0.0,,193,631,1,2023-1,2898,0.863,1.035,4.348,-23.568,9.006,1.863,19.393,1.484,2023a,Germany,german,Social Democratic Party of Germany,SOC,41320,30,2013,201309,0.04294478528,0.01090661213,0.06339468303,6.339468303,0.04348,0.01035,-0.9578279296579066,-0.528202605844524,-0.4296253238133826
41420_201309,0.3228585929021257,22/09/2013,FDP,40,,4,2013.0,0.917,0.848,4.8,0.0,,0,631,1,2023-1,2579,0.737,1.241,3.722,14.036,5.002,9.422,5.351,1.124,2023a,Germany,german,Free Democratic Party,LIB,41420,40,2013,201309,0.03733641263,0.01270207852,0.06505003849,6.505003849,0.03722,0.01241,0.9769266969468774,1.062349309650607,-0.08542261270372953
41521_201309,-0.21568720352376936,22/09/2013,CDU/CSU,50,,4,2013.0,0.917,0.848,41.5,0.0,,311,631,1,2023-1,2574,1.554,1.904,4.856,2.564,5.206,3.846,7.498,0.66,2023a,Germany,german,Christian Democratic Union/Christian Social Union,CHR,41521,50,2013,201309,0.0481557377,0.02015027322,0.05635245902,5.635245902,0.04856,0.01904,0.38668350270131624,0.37361311698124455,0.013070385720071687
41952_201309,-0.5677480932413852,22/09/2013,,95,,4,2013.0,0.917,0.848,2.2,0.0,,0,631,1,2023-1,1794,2.174,1.616,5.797,-12.653,8.361,0.892,14.939,1.672,2023a,Germany,german,Pirates,SIP,41952,95,2013,201309,0.05298651252,0.01445086705,0.04816955684,4.816955684,0.05797,0.01616,-0.3962428123993379,-0.07663100038281018,-0.3196118120165277
41953_201309,-0.019973236280062423,22/09/2013,AfD,70,,4,2013.0,0.917,0.848,4.7,0.0,,0,631,1,2023-1,73,1.37,1.37,0.0,-2.74,0.0,13.699,10.959,0.0,2023a,Germany,german,Alternative for Germany,NAT,41953,70,2013,201309,0.0,0.01315789474,0.07894736842,7.894736842,0.0,0.0137,0.11378863674259444,0.6239080659832188,-0.5101194292406244
41113_201709,-1.082881260322214,24/09/2017,90/Greens,10,,5,2017.0,0.739,0.672,8.94,0.0,,67,709,1,2023-1,3875,1.471,7.794,8.903,-21.058,9.729,0.129,19.045,1.548,2023a,Germany,german,Alliance‘90/Greens,ECO,41113,10,2017,201709,0.08776041667,0.07760416667,0.0984375,9.84375,0.08903,0.07794,-0.8286865055333983,-0.7354252172675398,-0.09326128826585844
41223_201709,-1.5720265037491021,24/09/2017,LINKE,20,,5,2017.0,0.739,0.672,9.238,0.0,,69,709,1,2023-1,3939,0.914,3.427,3.275,-41.914,11.526,0.0,31.505,4.494,2023a,Germany,german,The Left,LEF,41223,20,2017,201709,0.03222506394,0.03248081841,0.05242966752,5.242966752,0.03275,0.03427,-1.9017436933982366,-1.3609839624215752,-0.5407597309766614
41320_201709,-0.8849164286046198,24/09/2017,SPD,30,,5,2017.0,0.739,0.672,20.508,0.0,,153,709,1,2023-1,2643,0.605,2.913,2.951,-21.453,9.043,0.53,16.534,2.686,2023a,Germany,german,Social Democratic Party of Germany,SOC,41320,30,2017,201709,0.02951322346,0.02912993484,0.0517439632,5.17439632,0.02951,0.02913,-0.8490095583338687,-0.4822516795953945,-0.3667578787384742
41420_201709,-0.11106068623898491,24/09/2017,FDP,40,,5,2017.0,0.739,0.672,10.748,0.0,,80,709,1,2023-1,2077,1.493,0.722,1.733,0.578,7.8,8.57,10.063,1.059,2023a,Germany,german,Free Democratic Party,LIB,41420,40,2017,201709,0.01737451737,0.007239382239,0.05164092664,5.164092664,0.01733,0.00722,0.284502280266546,0.507418022051919,-0.222915741785373
41521_201709,-0.18365824541989362,24/09/2017,CDU/CSU,50,,5,2017.0,0.739,0.672,32.925,0.0,,246,709,1,2023-1,1342,0.224,3.875,3.428,2.757,7.079,2.31,9.836,0.373,2023a,Germany,german,Christian Democratic Union/Christian Social Union,CHR,41521,50,2017,201709,0.03368263473,0.03892215569,0.05613772455,5.613772455,0.03428,0.03875,0.3966135006519258,0.41457435520096453,-0.01796085454903873
41953_201709,0.37913425117676613,24/09/2017,AfD,70,,5,2017.0,0.739,0.672,12.637,0.0,,94,709,1,2023-1,1004,0.199,0.0,1.494,17.43,5.478,6.076,6.175,0.199,2023a,Germany,german,Alternative for Germany,NAT,41953,70,2017,201709,0.01510574018,0.0,0.04833836858,4.833836858,0.01494,0.0,1.1515505987311725,1.1343192013056267,0.017231397425545802
41113_202109,-1.0994637501061497,26/09/2021,90/Greens,10,,5,2021.0,0.945,0.94,14.8,0.0,,118,736,1,2023-1,3950,0.38,7.747,7.975,-21.038,7.342,0.304,19.342,1.519,2023a,Germany,german,Alliance‘90/Greens,ECO,41113,10,2021,202109,0.07880020336,0.0757498729,0.1265887138,12.65887138,0.07975,0.07747,-0.827657490201729,-0.7566322547276085,-0.07102523547412043
41223_202109,-1.4434844239675355,26/09/2021,LINKE,20,,5,2021.0,0.945,0.94,4.9,0.0,,39,736,1,2023-1,4858,1.338,5.743,4.714,-36.167,8.399,0.062,28.427,4.467,2023a,Germany,german,The Left,LEF,41223,20,2021,202109,0.0455834684,0.05530794165,0.09136952998,9.136952998,0.04714,0.05743,-1.6060561378430378,-1.1965938897218993,-0.4094622481211385
41320_202109,-1.1210005098163265,26/09/2021,SPD,30,,5,2021.0,0.945,0.94,25.7,0.0,,206,736,1,2023-1,1682,1.249,5.351,3.448,-24.673,5.351,0.119,22.414,2.081,2023a,Germany,german,Social Democratic Party of Germany,SOC,41320,30,2021,202109,0.03407755582,0.05170387779,0.0875440658,8.75440658,0.03448,0.05351,-1.0146810267326403,-0.7841752157601957,-0.2305058109724446
41420_202109,-0.1846676320660059,26/09/2021,FDP,40,,5,2021.0,0.945,0.94,11.5,0.0,,92,736,1,2023-1,2257,1.196,2.127,4.298,0.266,3.057,6.424,14.222,1.019,2023a,Germany,german,Free Democratic Party,LIB,41420,40,2021,202109,0.04240282686,0.02120141343,0.07597173145,7.597173145,0.04298,0.02127,0.2684496410925035,0.41328346941151367,-0.14483382831901015
41521_202109,-0.20041588691416123,26/09/2021,CDU/CSU,50,,5,2021.0,0.945,0.94,24.1,0.0,,197,736,1,2023-1,2775,0.072,4.144,4.252,3.495,5.081,3.063,10.703,0.468,2023a,Germany,german,Christian Democratic Union/Christian Social Union,CHR,41521,50,2021,202109,0.04094599365,0.04165195905,0.08930462407,8.930462407,0.04252,0.04144,0.4345841663905263,0.3931433194794404,0.041440846911085905
41912_202109,-1.3507051854846042,26/09/2021,SSW,90,,5,2021.0,0.945,0.94,0.12,,,1,736,1,2023-1,1363,1.321,5.649,8.877,-22.45,3.742,0.073,25.092,0.66,2023a,Germany,german,South Schleswig Voters’ Union,ETH,41912,90,2021,202109,0.08539167255,0.05292872265,0.08115737474,8.115737474,0.08877,0.05649,-0.9003059726175877,-1.0779402489441279,0.17763427632654016
41953_202109,0.6379785997863063,26/09/2021,AfD,70,,5,2021.0,0.945,0.94,10.3,0.0,,83,736,1,2023-1,1574,0.191,0.318,2.478,26.048,2.541,8.386,7.687,0.572,2023a,Germany,german,Alternative for Germany,NAT,41953,70,2021,202109,0.02949208083,0.002730748225,0.06663025669,6.663025669,0.02478,0.00318,1.594953305147512,1.4653504197060971,0.12960288544141485
42320_199010,-0.7729961786893176,07/10/1990,SPÖ,30,,1,1991.0,0.816,,42.781,0.0,,80,183,1,,708,2.5,0.0,17.8,-7.6,1.3,1.4,13.4,0.9,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,1990,199010,0.1850152905,0.009174311927,0.06727828746,6.727828746,0.178,0.0,-0.1362620888530669,-0.3391189556546634,0.20285686680159648
42420_199010,0.32856521549417117,07/10/1990,FPÖ,70,,1,1991.0,0.816,,16.635,0.0,,33,183,1,,690,1.6,0.0,6.2,14.9,4.2,7.6,2.9,0.4,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,1990,199010,0.08148148148,0.007407407407,0.02814814815,2.814814815,0.062,0.0,1.021380159274995,1.0696474030404923,-0.0482672437654974
42520_199010,-0.09578390498490919,07/10/1990,ÖVP,50,,1,1991.0,0.816,,32.064,0.0,,60,183,1,,450,2.7,0.0,14.2,4.8,1.1,9.8,7.5,0.7,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,1990,199010,0.1621621622,0.01474201474,0.07616707617,7.616707617,0.142,0.0,0.5017274167819539,0.5269552131821864,-0.02522779640023254
42110_199410,-0.3095440314993141,09/10/1994,GRÜNE,10,,999,1998.0,0.765,,7.307,0.0,,13,183,1,,776,1.289,0.129,30.799,6.572,0.515,0.129,0.773,0.387,2023a,Austria,german,The Greens,ECO,42110,10,1994,199410,0.3524096386,0.03313253012,0.2710843373,27.10843373,0.30799,0.00129,0.5928981751678616,0.253581367063399,0.3393168081044626
42320_199410,-0.770850174342252,09/10/1994,SPÖ,30,,999,1998.0,0.765,,34.918,0.0,,65,183,1,,606,0.165,0.0,7.756,-11.056,0.99,0.66,13.366,0.495,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,1994,199410,0.07952622673,0.006768189509,0.0372250423,3.72250423,0.07756,0.0,-0.3140759381655372,-0.3363744706484505,0.022298532482913302
42420_199410,1.6627415503554834,09/10/1994,FPÖ,70,,999,1998.0,0.765,,22.497,0.0,,42,183,1,,791,2.023,0.0,2.655,47.788,0.253,4.93,3.287,0.0,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,1994,199410,0.02124833997,0.001328021248,0.003984063745,0.3984063745,0.02655,0.0,2.713492970672137,2.7759006786584113,-0.062407707986274374
42421_199410,0.6629534642277637,09/10/1994,LIF,40,,999,1998.0,0.765,,5.97,0.0,,11,183,1,,150,3.333,0.667,4.0,34.0,0.667,16.667,12.667,0.0,2023a,Austria,german,Liberal Forum,LIB,42421,40,1994,199410,0.03571428571,0.02857142857,0.007142857143,0.7142857143,0.04,0.00667,2.0040898010192607,1.497290308870583,0.5067994921486778
42520_199410,0.5223336357846247,09/10/1994,ÖVP,50,,999,1998.0,0.765,,27.667,0.0,,52,183,1,,1098,4.736,0.0,7.468,24.59,2.368,12.022,4.007,0.82,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,1994,199410,0.07043558851,0.01112140871,0.02594995366,2.594995366,0.07468,0.0,1.5199380874688135,1.317454228265183,0.20248385920363043
42320_199512,0.6595361599784066,17/12/1995,SPÖ,30,,999,1998.0,0.765,,38.059,0.0,,71,183,1,,259,0.772,0.0,1.931,20.849,0.386,3.861,21.622,1.931,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,1995,199512,0.02953586498,0.0,0.04641350211,4.641350211,0.01931,0.0,1.3274607696800544,1.4929199820877632,-0.16545921240770878
42420_199512,1.542966204703657,17/12/1995,,70,,999,1998.0,0.765,,21.885,0.0,,40,183,1,,149,0.0,0.0,2.685,55.705,0.0,12.752,7.383,0.0,2023a,Austria,german,Freedom Movement,NAT,42420,70,1995,199512,0.0243902439,0.0,0.06097560976,6.097560976,0.02685,0.0,3.1208286897134645,2.6227222190225334,0.49810647069093106
42421_199512,1.6094795128334698,17/12/1995,LIF,40,,999,1998.0,0.765,,5.513,0.0,,10,183,1,,34,0.0,0.0,5.882,64.706,2.941,26.471,14.706,0.0,2023a,Austria,german,Liberal Forum,LIB,42421,40,1995,199512,0.006802721088,0.0,0.006802721088,0.6802721088,0.05882,0.0,3.5839370397312726,2.707784850477823,0.8761521892534496
42110_199910,-0.8291336177726443,03/10/1999,GRÜNE,10,,3,2011.0,0.81,,7.4,0.0,,14,183,1,2023-1,980,0.0,1.224,8.776,-15.102,2.245,0.816,26.224,2.959,2023a,Austria,german,The Greens,ECO,42110,10,1999,199910,0.08907741251,0.01378579003,0.06150583245,6.150583245,0.08776,0.01224,-0.5222457397622545,-0.4109120813592086,-0.11133365840304593
42320_199910,-0.6450112814724758,03/10/1999,SPÖ,30,,3,2011.0,0.81,,33.2,0.0,,65,183,1,2023-1,899,0.667,0.0,3.56,-13.348,3.671,3.671,15.573,0.334,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,1999,199910,0.04243119266,0.0,0.03211009174,3.211009174,0.0356,0.0,-0.43200109517484914,-0.17544145336366443,-0.25655964181118474
42420_199910,0.5480191751076537,03/10/1999,FPÖ,70,,999,2001.0,0.999,,26.91,0.0,,52,183,1,2023-1,832,0.12,0.0,6.01,24.639,2.524,4.327,4.087,0.601,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,1999,199910,0.05896510229,0.0,0.01684717208,1.684717208,0.0601,0.0,1.5224591750314036,1.350302986304717,0.1721561887266867
42520_199910,-0.20049756742512592,03/10/1999,ÖVP,50,,3,2011.0,0.81,,26.91,0.0,,52,183,1,2023-1,2741,0.0,0.328,1.605,-3.612,3.466,7.698,8.975,1.204,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,1999,199910,0.01259541985,0.003435114504,0.02290076336,2.290076336,0.01605,0.00328,0.06892356828180911,0.3930388597946551,-0.32411529151284596
42110_200211,-1.1956584455345851,24/11/2002,GRÜNE,10,,3,2011.0,0.81,,9.47,0.0,,17,183,1,2023-1,685,0.292,4.234,8.029,-20.876,2.336,1.752,20.146,1.314,2023a,Austria,german,The Greens,ECO,42110,10,2002,200211,0.08321964529,0.04502046385,0.03956343793,3.956343793,0.08029,0.04234,-0.819322466015207,-0.879653859805694,0.06033139379048702
42320_200211,-0.9569518281320288,24/11/2002,SPÖ,30,,3,2011.0,0.81,,36.51,0.0,,69,183,1,2023-1,1151,1.043,0.087,4.257,-21.199,3.649,2.78,18.593,0.348,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2002,200211,0.04612546125,0.0,0.03413284133,3.413284133,0.04257,0.00087,-0.8359410636216675,-0.574376410931499,-0.2615646526901685
42420_200211,-0.7437792755087944,24/11/2002,FPÖ,70,,3,2011.0,0.808,,10.01,0.0,,18,183,1,2023-1,2668,0.037,0.075,3.148,-18.028,5.697,4.273,13.343,0.075,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2002,200211,0.03116147309,0.0008093889114,0.03480372319,3.480372319,0.03148,0.00075,-0.6727906827854859,-0.30175400212296905,-0.3710366806625169
42520_200211,-0.6828158200648042,24/11/2002,ÖVP,50,,3,2011.0,0.81,,42.3,0.0,,79,183,1,2023-1,2165,0.092,1.432,3.51,-15.704,4.619,5.173,11.363,0.277,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2002,200211,0.03673292999,0.01339671564,0.03241140882,3.241140882,0.0351,0.01432,-0.5532191012455031,-0.2237889739431609,-0.3294301273023422
42110_200610,-1.1488577044563293,01/10/2006,GRÜNE,10,,3,2011.0,0.808,,11.05,0.0,,21,183,1,2023-1,693,0.0,1.876,8.947,-20.058,5.339,0.289,15.44,1.587,2023a,Austria,german,The Greens,ECO,42110,10,2006,200610,0.0876216968,0.02086230876,0.06954102921,6.954102921,0.08947,0.01876,-0.7772357389499289,-0.8198012633538008,0.042565524403871846
42320_200610,-0.7382915516763866,01/10/2006,SPÖ,30,,3,2011.0,0.808,,35.34,0.0,,68,183,1,2023-1,721,0.971,0.832,4.022,-15.118,5.825,1.248,19.695,0.416,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2006,200610,0.03576537911,0.008583690987,0.03147353362,3.147353362,0.04022,0.00832,-0.52306895202759,-0.2947358542814353,-0.22833309774615468
42420_200610,-0.7321970991021152,01/10/2006,FPÖ,70,,3,2011.0,0.808,,11.04,0.0,,21,183,1,2023-1,325,0.0,0.923,15.077,-4.308,2.462,0.0,11.692,0.308,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2006,200610,0.1517027864,0.009287925697,0.0773993808,7.73993808,0.15077,0.00923,0.03311383473971441,-0.28694177234770823,0.32005560708742264
42520_200610,-0.34455562713775034,01/10/2006,ÖVP,50,,3,2011.0,0.808,,34.33,0.0,,66,183,1,2023-1,2060,0.437,0.097,5.583,-2.961,2.621,1.456,13.641,0.485,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2006,200610,0.05984340045,0.001118568233,0.06655480984,6.655480984,0.05583,0.00097,0.10241801732764771,0.20880568923000248,-0.10638767190235476
42710_200610,-0.3942886199675062,01/10/2006,BZÖ,70,,3,2011.0,0.808,,4.11,0.0,,7,183,1,2023-1,558,1.254,0.0,3.226,-3.584,6.989,0.538,15.412,0.538,2023a,Austria,german,Alliance for the Future of Austria,NAT,42710,70,2006,200610,0.03386809269,0.0,0.02317290553,2.317290553,0.03226,0.0,0.07036418974614626,0.14520309060433106,-0.0748389008581848
42110_200809,-0.9739012676971734,28/09/2008,GRÜNE,10,,3,2011.0,0.808,,10.43,0.0,,20,183,1,2023-1,697,0.861,0.143,12.195,-9.469,1.865,0.287,23.529,1.435,2023a,Austria,german,The Greens,ECO,42110,10,2008,200809,0.1257861635,0.001572327044,0.09591194969,9.591194969,0.12195,0.00143,-0.2324235715975712,-0.5960527336350661,0.36362916203749485
42220_200809,-0.5136024252920182,28/09/2008,KPÖ,20,,3,2011.0,0.808,,0.76,0.0,,0,183,1,2023-1,115,1.739,0.0,0.0,-17.391,9.565,0.0,40.0,0.0,2023a,Austria,german,Austrian Communist Party,LEF,42220,20,2008,200809,0.0,0.0,0.02040816327,2.040816327,0.0,0.0,-0.6400165444718159,-0.007385113699674512,-0.6326314307721413
42320_200809,-0.9142049045612524,28/09/2008,SPÖ,30,,3,2011.0,0.808,,29.26,0.0,,57,183,1,2023-1,1203,1.164,1.081,4.156,-17.872,4.156,1.081,22.278,0.998,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2008,200809,0.03729401561,0.01214223764,0.04249783174,4.249783174,0.04156,0.01081,-0.6647643631984648,-0.5197081662179486,-0.1450561969805162
42420_200809,-0.3255683451474294,28/09/2008,FPÖ,70,,3,2011.0,0.808,,17.54,0.0,,34,183,1,2023-1,462,0.216,0.0,4.329,-1.299,5.628,1.515,17.965,0.433,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2008,200809,0.03409090909,0.0,0.03181818182,3.181818182,0.04329,0.0,0.1879291913893739,0.23308817067158338,-0.045158979282209494
42520_200809,-0.2886571855000888,28/09/2008,ÖVP,50,,3,2011.0,0.808,,25.98,0.0,,51,183,1,2023-1,610,1.311,0.656,0.492,-1.148,0.984,1.148,25.902,0.0,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2008,200809,0.00328407225,0.006568144499,0.01149425287,1.149425287,0.00492,0.00656,0.19569825714347777,0.28029316555082295,-0.08459490840734518
42710_200809,-0.4960322485235693,28/09/2008,BZÖ,70,,3,2011.0,0.808,,10.7,0.0,,21,183,1,2023-1,344,0.581,0.0,4.07,-8.721,6.395,0.872,25.872,0.291,2023a,Austria,german,Alliance for the Future of Austria,NAT,42710,70,2008,200809,0.03937007874,0.0,0.1338582677,13.38582677,0.0407,0.0,-0.19393839819313613,0.015085058256619452,-0.2090234564497556
42110_201309,-0.9061440101133185,29/09/2013,GRÜNE,10,,5,2017.0,0.822,0.788,12.416,0.0,,24,183,1,2023-1,2396,2.379,4.591,9.265,-13.94,6.302,0.543,18.155,0.501,2023a,Austria,german,The Greens,ECO,42110,10,2013,201309,0.09212171738,0.04418507712,0.07503126303,7.503126303,0.09265,0.04591,-0.462459948992263,-0.5093992383822384,0.046939289389975436
42320_201309,-1.6270206357394414,29/09/2013,SPÖ,30,,5,2017.0,0.822,0.788,26.819,0.0,,52,183,1,2023-1,725,1.241,0.276,1.655,-38.483,5.931,0.552,24.828,1.103,2023a,Austria,german,Austrian Social Democratic Party,SOC,42320,30,2013,201309,0.01641586867,0.002735978112,0.02462380301,2.462380301,0.01655,0.00276,-1.7252161132503527,-1.4313149339704256,-0.2939011792799271
42420_201309,0.12074708115863775,29/09/2013,FPÖ,70,,5,2017.0,0.822,0.788,20.506,0.0,,40,183,1,2023-1,115,0.0,0.0,0.0,12.174,3.478,0.87,16.522,0.0,2023a,Austria,german,Austrian Freedom Party,NAT,42420,70,2013,201309,0.0,0.0,0.0,0.0,0.0,0.0,0.8811253695684573,0.8038726600941872,0.0772527094742701
42430_201309,-0.8289794980569942,29/09/2013,NEOS,40,,5,2017.0,0.822,0.788,4.964,0.0,,9,183,1,2023-1,1022,1.663,9.491,6.262,-13.796,4.99,3.131,10.665,0.196,2023a,Austria,german,The New Austria,LIB,42430,40,2013,201309,0.06602870813,0.08708133971,0.07846889952,7.846889952,0.06262,0.09491,-0.4550510386042434,-0.41071498052418853,-0.04433605808005486
42520_201309,-0.4135753085793601,29/09/2013,ÖVP,50,,5,2017.0,0.822,0.788,23.991,0.0,,47,183,1,2023-1,1162,0.43,3.184,3.442,-5.508,5.336,3.873,12.22,0.516,2023a,Austria,german,Austrian People’s Party,CHR,42520,50,2013,201309,0.03319502075,0.03070539419,0.06804979253,6.804979253,0.03442,0.03184,-0.028627085160448897,0.12053770360867631,-0.1491647887691252
42951_201309,0.003786256334944227,29/09/2013,TS,95,,5,2017.0,0.822,0.788,5.725,0.0,,11,183,6,2023-1,1236,3.398,0.243,3.479,0.971,7.848,5.744,8.333,0.566,2023a,Austria,german,Team Stronach for Austria,SIP,42951,95,2013,201309,0.03322528363,0.002431118314,0.02188006483,2.188006483,0.03479,0.00243,0.3047224315338495,0.6542936387460493,-0.3495712072121998
42110_201710,-1.5804251218573109,15/10/2017,GRÜNE,10,,5,2018.0,0.822,0.788,3.8,0.0,,0,183,1,2023-1,1085,1.382,8.203,12.627,-22.212,3.41,0.0,20.645,0.829,2023a,Austria,german,The Greens,ECO,42110,10,2017,201710,0.1258094357,0.08233117484,0.1202590194,12.02590194,0.12627,0.08203,-0.888060690170722,-1.3717247987588383,0.48366410858811637
